pone.0108478.g001;C0441633;0
OJO-9-59-g003;C0441633;0
1746-160X-1-6-3;C0441633;0
2052-336X-12-56-3;C0441633;0
JCIS-3-61-g007;C0441633;0
JCIS-1-9-g002;C0441633;0
zookeys-511-001-g003;C0441633;0
CRIM.DENTISTRY2012-475439.004;C0441633;0
JoU-2012-0012-g001;C0441633;0
UA-7-259-g001;C0441633;0
UA-7-259-g002;C0441633;0
jnlsr73014-2;C0441633;0
AMHSR-4-14-g002;C0441633;0
CRID2016-9545861.002;C0441633;0
WO-19-23535-g001;C0441633;0
IJCIIS-4-178-g002;C0441633;0
IJCIIS-4-178-g003;C0441633;0
IJCIIS-4-178-g004;C0441633;0
cmo-2-2008-043f2;C0441633;0
gr3_PMC4485688;C0441633;0
JPN-10-261-g003;C0441633;0
JNRP-4-121-g003;C0441633;0
can-2-92f1;C0441633;0
ijn-10-017Fig3;C0441633;0
APC-9-173-g001;C0441633;0
rju02301;C0441633;0
bav054f3p;C0441633;0
1477-3155-9-27-1;C0441633;0
bjm-45-743-g003;C0441633;0
sigs.1463-f2;C0441633;0
13256_2015_723_Fig1_HTML;C0441633;0
13256_2015_723_Fig2_HTML;C0441633;0
CRIVAM2015-427040.001;C0441633;0
jcu-23-266-g001;C0441633;0
1752-1947-4-70-1;C0441633;0
1752-1947-4-70-4;C0441633;0
medi-95-e4461-g001;C0441633;0
medi-95-e4461-g002;C0441633;0
medi-95-e4461-g004;C0441633;0
medi-95-e4461-g005;C0441633;0
kjim-18-2-122-11f5;C0441633;0
Beilstein_J_Nanotechnol-05-1152-g008;C0441633;0
JTHC-10-46f3;C0441633;0
IJN-24-260-g002;C0441633;0
crg0001-0184-f01;C0441633;0
IJO-62-735-g002;C0441633;0
BMRI2014-504760.001;C0441633;0
1756-0500-7-167-1;C0441633;0
rjt05902;C0441633;0
10.1177_2331216514529189-fig1;C0441633;0
1752-1947-0003-0000006453-1;C0441633;0
1752-1947-0003-0000006453-2;C0441633;0
1752-1947-0003-0000006453-3;C0441633;0
10.1177_1941738110386001-fig2;C0441633;0
JCIS-3-20-g004;C0441633;0
amjcaserep-16-124-g002;C0441633;0
opth-8-1409Fig2;C0441633;0
12893_2016_184_Fig1_HTML;C0441633;0
jsls-13-3-445-g01;C0441633;0
ott-7-289Fig2;C0441633;0
OL-08-04-1886-g03;C0441633;0
JPN-6-84-g001;C0441633;0
JPN-6-84-g002;C0441633;0
jls0021329870001;C0441633;0
jls0021329870006;C0441633;0
sfs10202;C0441633;0
imcrj-9-095Fig6;C0441633;0
1477-7819-12-8-1;C0441633;0
1477-7819-12-8-2;C0441633;0
1477-7819-12-8-3;C0441633;0
jls0011228350001;C0441633;0
AJNS-9-240b-g002;C0441633;0
IJU-29-253-g002;C0441633;0
medi-95-e4362-g004;C0441633;0
10-1055-s-0034-1372463-i130151cr-1;C0441633;0
